tiempo_ms,roll,pitch,yaw,GyX,GyY,GyZ,AcX,AcY,AcZ
14980,-1.55,-8.05,-87.30,9.90,-10.26,-68.06,-344,-1832,-16056
15009,-1.84,-7.64,-87.37,-10.40,-23.54,-38.81,-4040,-4068,-14576
15039,-2.00,-6.96,-87.48,19.77,8.53,-54.79,-8240,-3828,-16764
15069,-1.41,-6.04,-88.59,40.83,43.58,-55.11,1012,-3292,-14972
15113,-1.67,-5.78,-88.68,21.25,2.69,-45.74,-1528,-3704,-12224
15141,-2.52,-5.52,-88.75,-84.63,-51.81,-37.73,-3856,-10508,-13976
15171,-3.13,-5.16,-88.93,-93.02,-36.50,-89.96,-5096,-7572,-16612
15201,-3.37,-4.98,-89.14,-14.10,17.77,-105.96,-760,-4480,-17780
15548,-3.06,-7.16,-95.33,13.21,-40.73,-110.42,636,-5960,-13548
15628,-3.38,-6.96,-95.52,11.50,-60.71,-96.89,-2300,-5144,-13800
15656,-3.73,-6.88,-95.68,-20.79,-30.20,-81.30,4,-5796,-16700
15686,-4.19,-6.72,-95.86,-10.54,7.50,-85.87,-140,-7524,-15752
15716,-4.53,-6.44,-96.05,18.62,-25.81,-98.26,-2596,-5904,-13720
15746,-4.79,-6.37,-96.22,23.22,-35.93,-85.09,-200,-5640,-15568
15775,-5.01,-6.18,-97.80,18.56,4.40,-83.03,324,-8476,-13000
15819,-5.60,-6.01,-98.00,2.66,-28.24,-100.44,-1148,-7548,-10792
15852,-6.12,-5.96,-98.21,-33.43,-64.58,-102.73,-764,-6604,-12344
15882,-6.43,-5.92,-98.38,-19.90,6.19,-89.15,1600,-6680,-18352
15912,-6.91,-5.87,-98.53,46.24,-46.85,-74.21,-268,-7772,-11088
15942,-7.38,-5.50,-98.75,-35.82,20.08,-107.95,-5136,-12172,-23736
15972,-7.66,-5.19,-99.03,-20.04,-22.38,-142.15,-3300,-5368,-14820
16002,-8.30,-5.73,-101.36,-16.72,-30.73,-116.44,480,-6172,-14340
16057,-8.60,-5.84,-101.61,14.70,-37.47,-125.89,2092,-6644,-14312
16085,-8.83,-6.07,-101.89,23.09,-32.27,-137.67,3788,-5828,-13440
16120,-9.24,-6.11,-102.20,-22.78,-20.57,-153.82,1516,-6808,-13252
16150,-9.60,-6.15,-102.50,-79.97,-4.56,-153.29,1944,-4892,-13704
16179,-10.00,-6.18,-102.79,-107.60,13.04,-144.08,2528,-5248,-14996
16209,-10.86,-6.29,-105.07,-43.49,-12.33,-126.34,188,-4244,-16536
16251,-10.95,-6.34,-105.31,-14.51,-46.56,-120.56,1296,-4140,-16308
16279,-10.74,-6.60,-105.57,18.85,-49.75,-133.50,4272,-580,-16524
16309,-10.71,-6.99,-105.83,-0.71,-14.30,-129.45,6276,-2428,-13572
16344,-10.81,-6.76,-106.02,-31.24,-1.92,-95.61,-1308,-3816,-16580
16374,-10.75,-6.92,-106.22,-24.57,-23.05,-97.11,3600,-1556,-16128
16403,-10.69,-7.12,-106.41,-9.46,-18.93,-97.58,4272,-1984,-16108
16433,-9.75,-7.24,-107.15,56.50,-8.50,-45.97,1504,-1796,-12884
16473,-9.67,-7.30,-107.31,-26.70,6.01,-83.05,2472,-748,-12912
16525,-9.81,-7.51,-107.51,-22.48,-15.31,-96.69,5368,-4848,-17748
16555,-9.91,-7.52,-107.60,15.79,-33.27,-46.05,1584,-5256,-17936
16585,-9.81,-7.64,-107.64,48.69,-13.54,-18.95,3192,-2408,-14376
16619,-9.86,-8.03,-107.76,-12.94,-1.78,-39.15,7104,-2932,-13764
16649,-11.46,-8.00,-108.42,-116.21,-17.95,-41.70,-2396,424,-17400
16689,-11.35,-8.07,-108.49,-16.09,-10.43,-35.44,3076,-1292,-16580
16717,-11.19,-8.26,-108.55,24.19,-2.57,-27.44,4540,-1464,-14400
16747,-11.26,-8.33,-108.58,-19.67,-2.27,-18.11,2920,-3340,-13972
16777,-11.28,-8.31,-108.61,-51.37,5.40,-11.00,2052,-1772,-14320
16806,-10.91,-8.32,-108.62,83.54,-2.18,-4.18,2372,-304,-15708
16836,-10.68,-8.45,-108.68,30.66,-34.56,-33.27,3740,-792,-18440
16871,-9.97,-9.54,-109.91,29.36,-46.43,-58.60,3772,-1380,-14020
16916,-9.77,-9.59,-110.05,36.25,-41.56,-67.45,2044,-904,-14772
16944,-9.58,-9.53,-110.27,73.84,-57.11,-112.21,264,-1952,-14776
16974,-9.66,-9.49,-110.61,8.66,23.06,-168.84,2352,-3372,-13104
17004,-9.88,-9.32,-110.99,-24.27,75.24,-191.87,2484,-5432,-16036
17033,-10.07,-9.14,-111.30,-26.67,36.96,-153.27,1244,-5412,-17752
17063,-9.88,-8.95,-111.51,-9.15,-30.05,-103.70,-796,152,-15720
17093,-10.14,-8.42,-114.60,-4.51,31.37,-147.11,3736,-4612,-13640
17142,-10.11,-8.30,-114.87,-31.35,19.10,-135.72,1292,-1672,-17192
17170,-9.80,-8.27,-115.11,-18.09,-37.32,-121.24,868,1912,-15680
17200,-9.49,-8.45,-115.37,29.49,-60.44,-127.63,2636,676,-13124
17230,-9.57,-8.38,-115.65,-35.32,38.54,-141.44,2216,-2600,-14072
17259,-9.41,-8.25,-115.88,-39.58,19.91,-115.57,1188,732,-17348
17289,-8.95,-8.46,-116.06,48.76,-44.52,-92.80,3984,2536,-15380
17319,-7.91,-8.67,-117.90,63.24,-8.44,-114.66,3108,-1688,-14116
17360,-7.95,-8.42,-118.14,-39.73,64.22,-119.64,712,-1780,-16756
17393,-7.72,-8.42,-118.33,-5.36,3.09,-93.99,2708,1268,-18164
17422,-7.51,-8.55,-118.49,28.08,-30.32,-82.90,3372,44,-15708
17452,-7.48,-8.60,-118.68,4.27,3.58,-91.31,3072,-1732,-15288
17482,-7.28,-8.67,-118.82,-1.43,6.17,-74.52,3840,764,-16932
17511,-7.27,-9.03,-118.93,32.79,-13.47,-34.13,7496,-3608,-15768
17541,-6.98,-9.70,-119.66,9.78,-39.28,-46.13,3300,-12,-15776
17581,-6.87,-9.74,-119.79,-10.85,-34.04,-62.49,2012,-172,-14028
17609,-6.82,-9.74,-119.92,-16.21,-12.25,-67.55,1964,-668,-12752
17945,-6.23,-9.91,-122.04,39.29,-18.76,-95.98,-576,-5856,-16556
17991,-6.18,-9.65,-122.24,23.67,-21.31,-101.40,-1448,-1628,-15172
18019,-6.06,-9.40,-122.45,19.52,-14.18,-104.36,-1244,-596,-16332
18059,-6.32,-9.09,-122.68,-106.27,3.42,-115.40,-1500,-2268,-14944
18089,-6.66,-8.79,-122.93,-127.69,-15.81,-124.49,-2040,-2948,-15096
18118,-6.50,-8.53,-123.16,-56.64,-28.57,-116.75,-1820,1816,-14932
18148,-6.62,-9.23,-125.64,-7.73,-41.69,-130.45,1224,-1376,-14860
18192,-6.57,-9.17,-125.94,-17.68,-37.22,-151.61,820,-668,-16804
18225,-6.30,-8.89,-126.20,35.44,-12.59,-127.45,-1852,1076,-16752
18255,-6.20,-8.68,-126.41,35.14,-19.51,-104.31,-940,-1368,-16360
18299,-6.38,-8.53,-126.61,-101.69,-12.60,-100.66,-136,-1464,-15924
18328,-6.53,-8.08,-126.87,-97.67,35.79,-131.00,-3176,-1312,-17208
18358,-6.91,-7.19,-129.19,-36.15,48.28,-144.84,440,680,-14764
18436,-6.67,-6.90,-129.44,18.80,8.99,-125.96,-1860,904,-15960
18464,-6.42,-6.76,-129.70,10.53,6.98,-129.79,236,1340,-16116
18494,-6.18,-6.81,-129.97,-16.30,-0.89,-135.39,2616,2116,-15888
18529,-5.93,-6.64,-130.25,-25.83,-3.96,-139.85,-544,2204,-14452
18558,-5.33,-7.76,-132.17,19.77,-67.10,-96.08,-912,1288,-15248
18603,-5.07,-7.40,-132.35,43.55,-56.50,-89.22,-4840,1032,-17328
18631,-4.86,-7.01,-132.52,38.72,-21.85,-83.32,-4624,604,-18284
18661,-4.64,-6.76,-132.67,3.80,7.11,-74.92,-1424,1592,-17128
18690,-4.53,-6.18,-132.82,-15.37,14.31,-77.87,-5588,760,-14356
18720,-4.37,-5.52,-132.95,22.75,13.93,-63.66,-7412,332,-15752
18750,-4.08,-5.22,-132.98,57.15,15.72,-13.90,-2356,1288,-17128
18785,-3.21,-4.80,-133.26,49.51,29.87,-15.02,3360,-1832,-16000
18827,-3.21,-4.33,-133.36,35.24,17.74,-47.21,-4180,-1624,-13572
18856,-3.79,-4.60,-133.45,-86.32,-26.65,-49.18,3752,-5788,-12516
18885,-4.15,-4.44,-133.62,-122.77,-29.73,-84.85,-2008,-3008,-17528
18915,-4.22,-4.16,-133.81,-37.53,8.05,-92.97,-2680,-1356,-18036
18945,-4.18,-3.77,-134.01,-35.05,34.21,-99.94,-3520,464,-16424
18975,-4.14,-3.48,-134.22,-45.02,47.13,-103.82,-1596,452,-14352
19010,-3.77,-4.59,-137.14,16.74,-78.63,-146.04,-4820,-476,-15068
19054,-3.63,-4.49,-137.51,30.32,-84.67,-184.69,-2940,100,-19484
19082,-3.29,-4.35,-137.80,45.92,-11.73,-147.57,-1448,3248,-21464
19112,-3.13,-4.12,-138.04,54.66,40.87,-118.47,-996,-220,-16932
19142,-2.88,-3.65,-138.29,32.51,20.69,-123.51,-3708,1452,-12028
19171,-2.66,-3.53,-138.54,2.69,-67.14,-124.94,-2488,2056,-15044
19201,-2.65,-3.55,-138.75,-7.94,-28.36,-107.65,688,-508,-18068
19231,-2.70,-3.20,-140.39,-6.80,8.58,-96.44,-1732,244,-14156
19277,-2.55,-3.14,-140.56,1.21,-32.90,-83.16,-944,1320,-16808
19305,-2.57,-3.17,-140.70,26.20,-8.13,-71.46,1124,-1780,-16664
19334,-2.80,-3.13,-140.86,24.86,-0.73,-78.94,284,-3780,-12572
19374,-2.83,-2.96,-141.01,-11.51,-52.18,-73.91,-2832,-756,-15184
19403,-2.97,-2.98,-141.19,-5.95,-23.81,-61.67,224,-2876,-17820
19433,-2.97,-2.52,-142.16,-2.16,3.57,-60.34,-3740,-324,-11784
19474,-3.12,-2.16,-142.30,-23.35,-27.57,-73.64,-4876,-2112,-14764
19502,-3.19,-2.08,-142.43,-3.05,-29.37,-62.34,-1428,-2108,-18380
19537,-3.36,-1.93,-142.56,-0.34,19.75,-64.83,-992,-3260,-15784
19566,-3.66,-1.47,-142.71,-18.17,11.82,-73.98,-4596,-3820,-12040
19596,-3.77,-1.31,-142.90,-8.57,24.76,-96.52,-1784,-3400,-22984
19625,-3.73,-1.16,-143.07,32.31,10.69,-85.68,-1640,-1552,-18352
19655,-3.13,-0.98,-144.73,53.04,-5.00,-103.47,-3376,-4436,-15764
19695,-3.20,-0.81,-144.93,66.82,-23.34,-102.52,-2736,-3780,-15768
19723,-3.26,-0.80,-145.14,57.33,-23.85,-103.86,-576,-3100,-14908
19753,-3.50,-0.68,-145.33,13.60,2.90,-95.89,-1244,-4272,-14184
19802,-4.00,-0.59,-145.51,-33.47,-1.90,-89.73,-1200,-6912,-14804
19832,-4.46,-0.55,-145.67,-37.95,-14.50,-76.99,-720,-6308,-14408
19861,-5.07,-0.93,-147.18,-20.72,-17.40,-72.33,408,-3812,-15660
19906,-5.51,-1.10,-147.29,-1.15,21.79,-53.89,2812,-6396,-12392
19934,-5.89,-1.14,-147.33,4.53,38.91,-21.47,2312,-7692,-16212
19963,-5.96,-1.01,-147.34,22.70,48.37,-0.66,436,-3384,-15324
19993,-5.95,-0.79,-147.39,3.95,49.69,-28.38,-1436,-1704,-15624
20023,-6.03,-0.84,-147.54,-45.37,20.83,-71.34,1364,-1420,-15064
20369,-6.61,-2.10,-149.98,-26.32,-47.39,-116.27,3396,-1792,-12180
20413,-7.17,-2.54,-150.22,-97.23,-6.48,-121.02,4816,-5132,-10044
20441,-7.26,-2.63,-150.34,120.18,-17.18,-58.92,2080,-8764,-19884
20471,-7.20,-2.70,-150.46,127.92,-42.83,-59.21,568,-4500,-15068
20501,-7.25,-2.88,-150.54,53.75,-13.07,-40.20,2704,-3968,-14500
20530,-7.49,-2.85,-150.52,-18.71,25.40,9.75,1288,-5396,-17136
20560,-7.29,-2.88,-150.57,2.96,-23.40,-28.89,656,676,-18852
20590,-7.66,-3.57,-152.85,-38.65,-26.73,-151.82,4172,688,-13184
20634,-8.03,-3.55,-153.20,-41.41,53.68,-172.42,2088,-5476,-13388
20662,-8.26,-3.45,-153.55,-37.83,91.16,-176.96,2252,-4784,-16384
20692,-8.35,-3.59,-153.87,-3.01,20.15,-157.73,3784,-3776,-17000
20721,-8.22,-3.90,-154.08,30.84,-50.39,-108.01,3660,-1252,-14484
20751,-8.08,-4.28,-154.23,63.17,-55.61,-74.91,4328,-1888,-13708
20781,-8.04,-4.41,-154.43,43.18,-4.13,-96.75,2956,-2972,-16032
20811,-8.16,-4.67,-156.38,-13.41,-1.71,-102.98,4904,-432,-16868
20855,-7.94,-4.90,-156.63,-4.02,-29.17,-122.11,3608,868,-15268
20888,-7.83,-5.00,-156.93,23.49,-41.31,-150.16,1464,-1232,-14748
20928,-7.81,-5.22,-157.16,-2.28,-38.85,-114.63,3224,-1720,-14556
20957,-7.79,-5.33,-157.44,-40.30,-9.50,-95.71,2324,-244,-14408
20987,-7.61,-5.47,-157.62,-10.51,-29.15,-89.90,2492,608,-14728
21017,-7.95,-5.72,-159.65,-25.52,-2.50,-101.11,4220,44,-15468
21061,-7.75,-5.84,-159.81,-8.85,-19.82,-81.97,3020,984,-17312
21089,-7.41,-5.95,-159.95,4.85,-56.54,-69.37,1788,2620,-17040
21119,-7.10,-6.19,-160.09,4.54,-49.46,-71.46,3544,2092,-15212
21154,-6.91,-6.31,-160.30,-15.18,2.33,-106.21,3544,1012,-15940
21183,-7.09,-6.51,-160.45,-20.21,8.14,-71.67,5184,-4304,-16604
21213,-7.08,-6.63,-160.55,-25.64,-33.97,-50.48,2736,-1196,-16344
21242,-7.55,-12.15,-163.04,-10.40,-102.44,-43.70,-1104,-408,-18072
21323,-7.18,-12.43,-163.11,30.79,-97.31,-35.47,4960,2436,-16808
21351,-6.95,-12.48,-163.20,21.23,-81.33,-47.55,1996,700,-15832
21380,-6.94,-12.14,-163.31,-22.36,-55.17,-51.44,-2640,-1120,-14728
21410,-6.74,-12.11,-163.35,-17.17,-69.74,-22.93,1064,1212,-15880
21445,-6.84,-12.55,-163.10,-6.89,-70.58,16.73,-4464,-1680,-14076
21484,-6.94,-12.07,-163.08,-48.48,-62.73,9.16,-4140,-1644,-13012
21512,-6.81,-11.87,-163.02,-75.09,-41.34,31.82,-756,2176,-18112
21542,-6.75,-11.50,-162.97,-63.89,-55.76,25.07,-3124,576,-14812
21585,-6.60,-11.09,-162.94,-39.60,-96.64,15.49,-4628,1256,-13696
21615,-6.30,-10.72,-162.88,-44.66,-72.57,28.57,-4428,3884,-16816
21645,-6.87,-10.93,-162.59,-57.00,-60.79,19.51,-5800,1860,-13408
21689,-6.53,-10.41,-162.54,-43.86,-67.76,25.39,-5724,3812,-13828
21717,-6.09,-9.74,-162.48,-28.43,-93.69,27.99,-8632,5064,-12624
21747,-5.73,-9.20,-162.41,-41.30,-88.14,34.72,-7008,4400,-13588
21776,-5.46,-8.72,-162.31,-45.89,-79.11,33.43,-6552,3748,-12856
21806,-5.13,-8.08,-162.28,-50.71,-78.30,17.94,-7720,4060,-12200
21836,-4.66,-7.33,-162.23,-44.18,-72.72,24.20,-10020,6432,-11808
21865,-5.20,-7.74,-161.88,-50.98,-64.38,16.73,-9924,5744,-10992
21911,-4.66,-6.91,-161.85,-39.42,-52.50,14.92,-11012,7660,-11484
21944,-4.15,-6.02,-161.85,-30.94,-37.39,-2.38,-10952,6668,-10440
21974,-3.56,-5.13,-161.87,-22.56,-14.40,-6.73,-11672,8396,-11132
22003,-2.89,-4.22,-161.89,19.47,-6.35,-9.08,-12752,8848,-11772
22033,-2.26,-3.29,-161.94,42.63,27.05,-24.03,-11740,7560,-11896
22063,-1.59,-2.31,-162.00,72.46,44.44,-31.33,-11668,7220,-11140
22092,0.92,0.13,-162.93,84.24,65.17,-36.89,-10388,5796,-11012
22142,1.47,0.94,-163.02,76.95,69.95,-49.07,-9148,5756,-12252
22170,1.93,1.72,-163.12,101.08,54.80,-46.03,-8844,3968,-12356
22204,2.40,2.46,-163.19,141.68,25.51,-37.99,-9856,3384,-12848
22244,2.72,3.10,-163.30,126.53,25.23,-54.77,-8648,1648,-13952
22273,2.91,3.78,-163.40,127.44,25.10,-50.95,-9512,-124,-13684
22303,4.87,4.58,-164.07,135.21,11.69,-41.58,-9312,-1380,-13472
22342,4.88,5.26,-164.21,100.25,23.23,-48.37,-9284,-2700,-12892
22370,4.82,5.84,-164.30,82.58,26.76,-41.84,-8352,-1716,-13348
22400,4.73,6.37,-164.36,101.74,-1.89,-32.83,-8380,-2608,-12916
22429,4.50,6.93,-164.45,95.40,-4.31,-29.28,-8684,-5408,-11296
22762,4.69,6.76,-164.62,63.11,-34.52,-9.08,-8420,-11460,-8076
22805,3.68,7.19,-164.64,35.19,-8.37,-9.37,-8388,-13196,-7492
22833,2.70,7.60,-164.65,34.11,-3.20,-5.15,-7400,-11748,-7344
22863,1.84,8.02,-164.65,52.32,-26.31,0.14,-7660,-10600,-7004
22892,0.95,8.44,-164.65,64.04,-45.19,3.23,-9244,-12596,-6048
22922,-0.08,8.86,-164.64,18.07,-18.08,0.48,-9200,-14056,-5872
22952,-1.24,9.24,-164.66,-22.58,8.21,-6.52,-7764,-14276,-5512
22982,-2.15,9.55,-164.67,3.63,-11.95,-0.85,-9928,-12804,-4184
23030,-3.20,10.07,-164.69,-21.81,8.96,-3.49,-9900,-13668,-4280
23059,-4.36,10.54,-164.70,-50.62,39.29,-7.87,-8408,-14192,-4300
23089,-5.43,11.02,-164.72,-49.73,49.23,-8.53,-7860,-12576,-5420
23119,-6.39,11.49,-164.76,-60.47,37.12,-22.92,-8136,-11660,-7048
23148,-7.51,12.12,-164.83,-102.77,67.79,-20.43,-9068,-12304,-6712
23178,-8.41,12.51,-164.83,-103.56,76.95,-4.52,-6332,-10384,-9548
23208,-10.43,13.24,-165.20,-77.32,27.60,-19.13,-6160,-9596,-10904
23252,-11.24,13.64,-165.23,-99.69,53.85,-14.27,-7620,-10680,-9540
23285,-11.90,13.89,-165.24,-112.03,72.53,-8.89,-5216,-8840,-12276
23315,-12.35,13.99,-165.28,-70.10,37.24,-15.47,-3996,-6912,-12752
23344,-12.85,14.20,-165.30,-42.98,21.71,-8.95,-5796,-8236,-12252
23388,-13.39,14.48,-165.28,-74.13,57.56,6.24,-5388,-7668,-12844
23418,-14.36,14.94,-165.33,-50.73,30.94,-2.66,-3360,-5612,-13620
23458,-14.68,15.02,-165.34,-45.24,27.63,-5.44,-4408,-6880,-13420
23486,-15.11,15.23,-165.34,-70.53,51.37,0.57,-5516,-7760,-12652
23516,-15.33,15.27,-165.33,-90.45,69.78,3.98,-2876,-4716,-14832
23551,-15.37,15.15,-165.33,-52.56,35.92,-3.66,-1528,-3180,-14940
23581,-15.49,15.11,-165.34,-39.69,27.23,-2.53,-2932,-4796,-14664
23610,-15.75,15.25,-165.34,-69.10,51.31,-0.74,-3864,-4972,-14364
23640,-16.90,15.97,-165.38,-81.16,59.00,-2.06,-1380,-2600,-15320
23680,-16.87,15.81,-165.38,-69.38,48.84,-4.89,-840,-2140,-14740
23708,-16.79,15.66,-165.40,-67.23,48.29,-6.18,-288,-892,-15880
23738,-16.57,15.42,-165.42,-56.92,34.40,-6.89,-208,-100,-15984
23768,-16.39,15.19,-165.41,-44.92,29.34,1.31,-168,-828,-14996
23814,-16.03,14.81,-165.42,-36.15,10.36,-5.15,1348,1568,-16764
23843,-15.66,14.36,-165.64,1.72,-5.09,-7.07,16,-76,-17644
23937,-15.23,14.14,-165.67,29.92,36.28,-10.82,-8,1084,-18924
23966,-14.85,13.97,-165.70,44.08,57.58,-18.08,24,-208,-17452
23996,-14.45,13.86,-165.74,62.80,71.93,-19.40,-372,-368,-16904
24026,-14.09,13.75,-165.79,56.34,86.36,-22.49,-28,-476,-16060
24055,-12.99,15.56,-166.27,46.50,106.40,-22.98,1344,-1864,-14768
24101,-12.80,15.31,-166.31,43.99,110.75,-19.16,2024,-1996,-14380
24134,-12.73,15.03,-166.35,16.18,127.88,-21.95,2788,-2728,-13972
24164,-12.67,14.58,-166.40,1.02,137.68,-22.70,5404,-2576,-13772
24193,-12.50,13.90,-166.42,25.31,119.33,-12.89,8600,-1892,-14084
24223,-12.36,13.24,-166.44,51.93,100.50,-6.79,7888,-2904,-13844
24253,-12.36,12.56,-166.46,42.93,110.40,-10.01,7508,-4124,-11644
24283,-12.21,13.52,-166.52,15.76,118.85,-3.63,10088,-5020,-11576
24324,-12.17,12.61,-166.52,28.03,105.02,-0.72,11368,-3788,-11892
24352,-12.13,11.62,-166.53,47.21,86.03,-5.93,12016,-4340,-11136
24387,-12.23,10.62,-166.56,35.79,82.11,-15.28,11400,-5496,-9260
24417,-12.31,9.59,-166.59,14.08,82.84,-14.97,11876,-4892,-9220
24446,-12.30,8.52,-166.61,13.82,64.96,-10.15,12356,-3644,-9568
24476,-12.36,7.39,-166.62,30.33,57.27,-7.08,12976,-4972,-8176
24506,-12.11,7.18,-166.73,23.07,68.40,-6.73,13120,-4832,-7160
24546,-12.13,6.01,-166.74,9.96,61.66,-5.75,13252,-3792,-7452
24574,-12.18,4.80,-166.74,10.27,45.63,1.94,14408,-4668,-7364
24604,-12.31,3.56,-166.71,19.50,24.67,12.74,15088,-6124,-6540
24639,-12.44,2.31,-166.70,-9.45,-1.82,6.03,15304,-5400,-7496
24668,-12.61,1.04,-166.70,-34.64,-35.83,2.54,14924,-5320,-7712
24698,-12.82,-0.28,-166.69,-40.79,-67.88,5.55,15576,-6024,-7612
24728,-13.88,-3.04,-166.86,-52.58,-94.60,-9.78,14496,-6004,-8208
24770,-13.99,-4.27,-166.88,-55.36,-110.40,-10.53,12724,-3728,-8608
24798,-14.03,-5.44,-166.90,-51.03,-131.66,-7.25,12132,-3076,-9620
24828,-14.22,-6.57,-166.92,-56.24,-129.95,-9.47,12444,-5108,-9604
24872,-14.33,-7.50,-166.95,-55.34,-123.06,-14.80,8920,-3276,-9720
25206,-14.82,-8.94,-167.23,-33.87,-62.71,-11.73,1704,184,-16044
25254,-14.44,-8.98,-167.24,-4.32,-79.51,-7.65,804,1324,-15872
25282,-14.05,-8.70,-167.25,-0.41,-78.75,-1.73,-3468,1464,-15520
25312,-13.77,-8.39,-167.25,-17.03,-56.52,-2.31,-3616,468,-16692
25342,-13.63,-8.04,-167.25,-29.93,-27.34,2.35,-3552,-1200,-16408
25372,-13.31,-7.79,-167.22,-11.98,-4.66,12.98,-1436,1188,-18008
25411,-12.71,-7.20,-167.15,15.98,15.24,4.42,-2916,1112,-16208
25452,-12.40,-6.82,-167.14,7.90,29.62,5.07,-2336,604,-15428
25485,-12.02,-6.51,-167.12,5.92,26.09,11.34,-1724,1608,-15756
25515,-11.55,-6.33,-167.09,32.77,2.37,12.44,-644,2536,-16728
25545,-11.16,-6.18,-167.08,56.58,-11.65,5.04,-712,672,-15880
25574,-10.90,-5.95,-167.07,40.29,1.30,4.25,-1396,-1180,-15792
25604,-10.64,-5.75,-167.06,-13.47,26.95,2.89,-340,1060,-16536
25634,-9.73,-5.33,-165.71,30.81,13.95,71.47,-708,1792,-17684
25678,-9.41,-5.14,-165.43,55.22,11.90,93.05,-736,-444,-16348
25707,-9.11,-4.98,-165.20,61.64,18.82,115.10,-328,-100,-15884
25742,-8.78,-4.85,-164.89,54.44,54.89,155.34,1208,652,-17680
25771,-8.66,-4.51,-164.53,45.11,104.40,177.87,-544,-2112,-16132
25801,-8.76,-4.03,-164.19,-18.38,145.20,172.05,-1272,-3060,-14380
25831,-8.83,-3.76,-163.85,-59.62,145.55,170.31,1200,-1644,-14464
25861,-9.26,-2.01,-159.83,-27.72,101.87,200.56,4156,-828,-14608
25905,-9.44,-2.00,-159.27,-18.31,73.88,188.44,3000,-3772,-13108
25934,-9.45,-2.14,-158.92,-16.24,46.46,173.26,3604,-2176,-14768
25964,-9.38,-2.35,-158.58,-11.46,36.88,172.74,4740,-1460,-16048
25999,-9.50,-2.49,-158.24,4.82,5.71,168.58,2576,-4036,-13996
26028,-9.53,-2.76,-157.94,19.86,-21.57,151.05,3664,-3444,-14724
26058,-9.53,-2.92,-157.63,0.44,-9.66,151.57,3008,-2868,-16944
26088,-8.73,-2.52,-154.95,38.76,15.92,127.69,-164,-2548,-14988
26133,-8.40,-2.33,-154.69,10.85,84.99,130.61,428,1968,-16116
26161,-8.63,-2.31,-154.47,-39.80,130.07,108.82,4184,-4852,-16292
26191,-8.91,-2.52,-154.30,-45.75,48.52,85.35,6088,-6340,-18184
26220,-8.95,-2.66,-154.21,-63.76,10.22,49.24,3200,-1468,-17304
26255,-9.34,-2.62,-154.11,-50.05,61.20,48.61,1624,-5372,-12468
26285,-9.87,-3.13,-153.86,-23.94,-14.14,122.85,6552,-8104,-10268
26315,-9.58,-2.90,-152.03,-5.16,21.24,114.66,2056,2060,-13620
26355,-9.56,-2.94,-151.86,-14.32,127.92,85.19,3812,-1556,-12004
26383,-10.07,-3.42,-151.50,21.08,46.82,119.46,11092,-12336,-10984
26413,-9.92,-3.89,-151.27,28.96,-0.77,115.76,7692,-1636,-15276
26443,-9.73,-4.14,-151.14,-23.87,27.83,65.42,5980,624,-17408
26473,-10.14,-4.70,-151.07,-0.15,-24.96,35.28,9304,-9400,-13304
26508,-10.26,-5.17,-151.04,-7.87,-32.76,13.05,7284,-4532,-14976
26537,-10.48,-5.39,-150.27,13.78,-11.73,48.27,1776,-7476,-11668
26577,-10.93,-5.72,-150.16,26.99,-13.37,53.52,5688,-9396,-11964
26605,-11.20,-6.03,-150.04,-7.26,-8.73,60.62,5988,-6908,-14456
26659,-11.20,-6.16,-149.90,7.08,-40.90,71.89,2032,-2856,-13460
26689,-11.49,-6.49,-149.75,28.48,-49.82,71.10,4600,-7276,-12612
26719,-11.73,-6.56,-149.58,65.14,-32.87,84.53,2608,-10760,-18520
26748,-12.39,-4.52,-147.66,-33.56,110.00,107.02,464,-4372,-15860
26835,-12.21,-4.75,-147.53,4.53,21.17,66.47,5760,-1164,-17400
26863,-12.30,-4.94,-147.41,-24.02,-39.24,58.46,3396,-4760,-18088
26893,-12.69,-5.27,-147.19,-12.21,-61.47,108.07,4640,-8948,-14460
26923,-13.08,-5.56,-146.87,28.87,-62.69,161.13,3892,-9476,-12892
26953,-12.88,-6.36,-143.19,20.59,-44.02,183.89,612,-6024,-14272
26998,-13.05,-6.28,-142.86,17.27,-44.05,164.15,-424,-5952,-13844
27026,-13.25,-6.07,-142.58,-8.47,-28.63,140.50,-1892,-5496,-13368
27061,-13.25,-5.77,-142.30,6.36,-29.47,140.63,-3492,-4152,-16568
27091,-13.23,-5.39,-142.01,41.85,-68.50,144.13,-6232,-5292,-16396
27120,-13.48,-4.91,-141.73,2.25,-62.68,139.72,-5856,-5972,-11056
27150,-13.65,-4.72,-141.42,5.82,-4.44,155.44,-1208,-5416,-12820
27180,-13.55,-4.78,-138.48,0.29,-37.90,154.83,-8544,-2792,-16220
27223,-13.49,-4.05,-138.26,-31.20,-27.76,110.02,-8624,-2004,-12468
27251,-13.43,-3.42,-138.07,-43.94,6.13,93.07,-5976,-1484,-11608
27280,-13.14,-2.78,-137.85,18.71,29.63,114.30,-6680,-136,-14028
27617,-13.41,-2.88,-137.98,-44.65,-38.09,-8.51,-7076,2732,-17256
27657,-12.99,-2.48,-137.93,-11.92,19.67,24.44,-5348,3124,-19304
27685,-12.41,-1.84,-137.80,14.82,72.62,67.76,-7072,4496,-16284
27715,-12.04,-1.03,-137.62,19.36,83.44,90.25,-7884,1144,-13400
27744,-11.85,-0.58,-137.49,30.71,28.86,65.21,-4540,-1364,-13380
